,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,house_material_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex,unique_address,LAT_LON,underground_search,metro_address,LAT_LON_metro,metro_nearest,airport_nearest,center_distance
749,СамолетПлюс,real_estate_agent,https://ekb.cian.ru/sale/flat/299545322/,Екатеринбург,sale,flat,7,22,3,82.1,9990000,2016,-1,45.0,13.0,79126902272,, Вильгельма де Геннина,47,Геологическая,,"Екатеринбург, Вильгельма де Геннина,47","(56.788802089537, 60.514726191999)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6859.915889943559,18409.258273173105,7871.5108712538595
750,Партнер Недвижимость Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/294201688/,Екатеринбург,sale,flat,12,24,3,74.0,10100000,2023,-1,42.0,13.0,79030803007,Октябрьский,Южный жилрайон,3,Ботаническая,Исеть Парк ЖК,"Екатеринбург,Южный жилрайон,3","(56.8014902, 60.6115752)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",1311.7835827602405,13389.857889648123,3784.1491763253066
751,БЕЛКА,real_estate_agent,https://ekb.cian.ru/sale/flat/299366464/,Екатеринбург,sale,flat,6,10,3,82.5,10090000,1998,-1,62.0,11.0,79120511413,Октябрьский, Куйбышева,139,Геологическая,,"Екатеринбург, Куйбышева,139","(56.830999984793, 60.640219962522)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",2288.7070818800416,13885.065026101713,1821.3768904205824
752,Светлана Кокина,realtor,https://ekb.cian.ru/sale/flat/296682560/,Екатеринбург,sale,flat,7,18,3,84.1,10127000,2013,-1,55.8,10.2,79827306636,Орджоникидзевский, Шефская,108,Проспект Космонавтов,Калиновский,"Екатеринбург, Шефская,108","(56.906930304555, 60.621595792762)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",741.8742644274026,21208.11798216981,7981.06148882231
753,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/297447015/,Екатеринбург,sale,flat,2,25,3,89.0,10300000,2010,-1,50.0,13.0,79125708115,Кировский, Вилонова,24,Машиностроителей,,"Екатеринбург, Вилонова,24","(56.865411720642, 60.648051929031)",Станция метро Машиностроителей,"Екатеринбург,Станция метро Машиностроителей","('56.8784313', '60.612468')",2609.718040430945,16467.286980379944,4010.465240553798
754,Ярмарка,real_estate_agent,https://ekb.cian.ru/sale/flat/299460875/,Екатеринбург,sale,flat,8,10,3,86.0,10900000,2015,-1,50.0,13.0,79090304837,Орджоникидзевский, Ильича,42А,Уралмаш,,"Екатеринбург, Ильича,42А","(56.89427710925, 60.605780901669)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",777.115936650106,20582.74334608652,6557.686394021862
755,МЕТРЫ,real_estate_agent,https://ekb.cian.ru/sale/flat/300884131/,Екатеринбург,sale,flat,14,18,3,74.0,10950000,2017,-1,48.0,11.0,79126525575,, Павла Шаманова,5/1,Геологическая,,"Екатеринбург, Павла Шаманова,5/1","(56.785244097367, 60.521564567704)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6794.8823960396285,17904.309551416223,7840.57353913561
756,ДОМОС,real_estate_agent,https://ekb.cian.ru/sale/flat/299294592/,Екатеринбург,sale,flat,9,10,3,80.4,10935000,2008,-1,49.0,11.5,79827408537,Орджоникидзевский, Калинина,22,Уралмаш,,"Екатеринбург, Калинина,22","(56.891153802579, 60.606028000175)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",525.1457936757951,20294.590210562223,6209.57447979162
757,Ориентир. Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/295348383/,Екатеринбург,sale,flat,8,24,3,67.33,10990000,2026,-1,32.6,19.1,79826720150,Верх-Исетский, Ветеринарная,14к2,Геологическая,PROGRESS Встречный,"Екатеринбург, Ветеринарная,14к2","(56.824078049133, 60.563177238823)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",2486.569263434317,17198.55738982983,3212.48503736658
758,МФЦ Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/299916065/,Екатеринбург,sale,flat,10,10,3,83.5,10900000,1997,-1,40.0,8.0,79122608441,, Фурманова,62,Чкаловская,,"Екатеринбург, Фурманова,62","(56.8157400176, 60.604490004761)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",989.7706959813472,14562.66157712768,2238.866600926796
759,Содружество,real_estate_agent,https://ekb.cian.ru/sale/flat/300501354/,Екатеринбург,sale,flat,11,15,3,78.1,10930000,2002,-1,46.1,17.1,79126009414,Верх-Исетский, Токарей,24,Геологическая,,"Екатеринбург, Токарей,24","(56.838433894719, 60.560530694463)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",2955.2823965730454,18197.324887635063,3129.6847751322885
760,Агентство Ипотечное ЕКБ,real_estate_agent,https://ekb.cian.ru/sale/flat/293019314/,Екатеринбург,sale,flat,1,16,3,81.5,10980000,2017,-1,36.6,35.9,79827214121,Чкаловский, Лучистая,4,Ботаническая,,"Екатеринбург, Лучистая,4","(56.745302694265, 60.567017030235)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",7037.955433651486,14569.20299665841,10402.769136346817
761,ДОМОС,real_estate_agent,https://ekb.cian.ru/sale/flat/300974738/,Екатеринбург,sale,flat,2,14,3,68.9,11500000,1994,-1,49.1,9.8,79826415076,Кировский, Уральская,67,Динамо,,"Екатеринбург, Уральская,67","(56.855038612548, 60.636364035605)",Станция метро Динамо,"Екатеринбург,Станция метро Динамо","('56.847786', '60.6015868')",2270.406617379269,15994.696924945982,2654.4029937578125
762,А.ЛИРА,real_estate_agent,https://ekb.cian.ru/sale/flat/300484262/,Екатеринбург,sale,flat,2,7,3,80.0,11500000,2024,-1,37.0,18.0,79122341543,Ленинский, Шаумяна,30,Чкаловская,,"Екатеринбург, Шаумяна,30","(56.808618981587, 60.586276672203)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1445.7935710865754,15127.201766985983,3364.205272206407
763,Новый адрес,real_estate_agent,https://ekb.cian.ru/sale/flat/291109475/,Екатеринбург,sale,flat,3,16,3,92.6,11500000,2006,-1,57.4,11.1,79120511402,Орджоникидзевский, Красных Командиров,21,Проспект Космонавтов,,"Екатеринбург, Красных Командиров,21","(56.897323009045, 60.626288401255)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",994.751350208334,20151.746634106843,6946.170877137622
764,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/299712891/,Екатеринбург,sale,flat,3,23,3,100.0,11500000,2020,-1,42.0,36.0,79826207492,, Хрустальногорская,88/2,Геологическая,,"Екатеринбург, Хрустальногорская,88/2","(56.793866603074, 60.498155169421)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",7394.166564175186,19536.151675025165,8330.791461188543
765,Михаил Патраков,realtor,https://ekb.cian.ru/sale/flat/300001754/,Екатеринбург,sale,flat,9,19,3,82.1,11500000,2017,-1,37.0,20.0,79827410962,Орджоникидзевский, Фрезеровщиков,5,Проспект Космонавтов,,"Екатеринбург, Фрезеровщиков,5","(56.900177885266, 60.616595568422)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",334.5371489969971,20741.98039723756,7212.083005382762
766,f.center,real_estate_agent,https://ekb.cian.ru/sale/flat/295190515/,Екатеринбург,sale,flat,2,5,3,104.2,11600000,2007,-1,38.04972332109022,20.0,79126133716,Чкаловский, Рощинская,65,Ботаническая,,"Екатеринбург, Рощинская,65","(56.777327389818, 60.676780483069)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",3553.0200500145647,8625.081146809332,7603.705069843329
767,Центр Ипотеки и Недвижимости Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/297935287/,Екатеринбург,sale,flat,3,9,3,97.3,11600000,2001,-1,59.0,12.0,79126010548,Орджоникидзевский, Уральских Рабочих,4,Уралмаш,,"Екатеринбург, Уральских Рабочих,4","(56.891783995969, 60.610712394403)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",383.329588965592,20181.15654742657,6270.903243021488
